run,iteration,uc_set,uc_feedback,online_score,shot1,shot2,shot3,median3,mean3,cv3
长预算1,33,533.0,537.2405372405373,29.1297,28.8701,29.3893,32.6587,29.3893,30.306033333333335,6.777332752011857
长预算1,31,534.0,537.8510378510379,29.11515,29.664,34.163,28.5663,29.664,30.797766666666664,9.629296755005774
长预算1,28,535.0,539.072039072039,28.9482,30.3243,28.9689,28.9275,28.9689,29.406899999999997,2.7026355129658195
长预算1,32,536.0,539.6825396825396,33.1755,29.2782,32.9755,33.3755,32.9755,31.8764,7.086679119094078
长预算1,42,537.0,540.9035409035409,34.4945,29.5224,34.6267,34.3623,34.3623,32.837133333333334,8.751329463972855
长预算1,44,538.0,542.1245421245421,29.68195,29.7486,29.6153,34.3189,29.7486,31.2276,8.575663384620384
长预算1,53,539.0,542.7350427350427,29.4202,29.566,34.0406,29.2744,29.566,30.960333333333335,8.629011234756307
长预算1,9,542.0,545.7875457875458,33.09765,29.6918,32.9071,33.2882,32.9071,31.962366666666668,6.180954746719239
长预算1,25,550.0,553.7240537240538,33.28405,29.6276,33.1631,33.405,33.1631,32.06523333333333,6.5944144784547465
长预算1,3,557.0,561.050061050061,34.3428,30.0961,34.8775,33.8081,33.8081,32.927233333333334,7.621230383266889
长预算1,34,563.0,567.1550671550672,34.77035,34.8288,34.7119,34.9696,34.8288,34.83676666666667,0.37039769839335923
长预算1,59,566.0,570.2075702075703,34.1978,34.4113,91.9137,33.9843,34.4113,53.43643333333333,62.360027187767905
长预算1,14,569.0,573.2600732600732,34.05455,33.4235,34.1688,33.9403,33.9403,33.8442,1.1282003063909698
长预算1,20,577.0,581.1965811965812,34.68545,34.4956,34.8753,34.0933,34.4956,34.48806666666667,1.1338832901443459
长预算1,47,582.0,586.080586080586,35.810050000000004,35.6445,35.9756,35.2546,35.6445,35.624900000000004,1.0130537641153803
长预算1,5,586.0,589.7435897435897,35.169799999999995,34.9794,35.3602,34.3298,34.9794,34.8898,1.4933038024369951
长预算1,40,590.0,594.017094017094,36.0363,36.1124,36.0575,36.0151,36.0575,36.06166666666667,0.13527837861272368
长预算1,24,594.0,597.6800976800977,34.98115,32.3759,35.0284,34.9339,34.9339,34.11273333333333,4.411501504205317
长预算1,51,598.0,601.953601953602,36.042500000000004,35.9752,36.1098,36.3958,36.1098,36.16026666666667,0.5940042290833072
长预算1,15,601.0,605.006105006105,34.800650000000005,34.4596,29.9456,35.1417,34.4596,33.182300000000005,8.509765893916251
长预算1,49,607.0,611.1111111111111,33.6064,33.5467,33.6661,37.166,33.6661,34.79293333333333,5.909254426597574
长预算1,17,613.0,617.2161172161173,33.79375,33.8593,33.7282,36.0377,33.8593,34.54173333333333,3.7554640443465104
长预算1,60,618.0,622.1001221001221,35.8925,31.5057,36.0573,35.7277,35.7277,34.430233333333334,7.371649525939507
长预算1,23,622.0,626.3736263736264,30.87535,30.8472,30.9035,31.2472,30.9035,30.9993,0.6984846641143212
长预算1,22,623.0,626.984126984127,31.2377,31.4887,30.9867,30.4048,30.9867,30.960066666666666,1.7520653451385944
长预算1,21,624.0,628.2051282051282,31.17415,31.1706,30.9272,31.1777,31.1706,31.09183333333333,0.458708356389573
长预算1,6,625.0,629.4261294261295,32.0962,32.1266,32.0658,31.5744,32.0658,31.92226666666667,0.9485269527613596
长预算1,45,632.0,636.7521367521367,32.25395,31.0046,32.0931,32.4148,32.0931,31.837500000000002,2.3212546568519756
长预算1,2,638.0,642.8571428571429,32.098349999999996,31.9056,31.2476,32.2911,31.9056,31.814766666666667,1.658496340932985
长预算1,56,643.0,647.7411477411478,32.8099,32.8248,32.0409,32.795,32.795,32.55356666666667,1.364619466720117
